track_id,direction_bin,direction_label,corridor_id,corridor_rank,point_index,lat,lon,time,cog
48,2,North,D02-C01,1,2,22.35435,113.790283,2020-01-02T22:17:58,344.1
48,2,North,D02-C01,1,3,22.409317,113.760317,2020-01-02T22:32:34,352.7
48,2,North,D02-C01,1,4,22.497333,113.74725,2020-01-02T22:53:34,340.6
48,2,North,D02-C01,1,5,22.622,113.700567,2020-01-02T23:27:11,337.0
48,2,North,D02-C01,1,6,22.6246,113.69285,2020-01-02T23:31:18,221.1
48,2,North,D02-C01,1,7,22.60845,113.690617,2020-01-02T23:54:51,194.3
50,6,South,D06-C02,2,0,22.568722,113.720472,2020-01-01T02:44:44,159.1
50,6,South,D06-C02,2,1,22.49351,113.74711,2020-01-01T03:06:03,160.7
50,6,South,D06-C02,2,2,22.404458,113.760357,2020-01-01T03:29:54,165.8
50,6,South,D06-C02,2,3,22.356028,113.787978,2020-01-01T03:44:54,162.6
50,6,South,D06-C02,2,4,22.286132,113.804237,2020-01-01T04:04:15,166.5
50,6,South,D06-C02,2,5,22.261688,113.804108,2020-01-01T04:10:43,188.0
50,6,South,D06-C02,2,6,22.18252,113.786737,2020-01-01T04:31:50,191.5
50,6,South,D06-C02,2,7,22.15777,113.793448,2020-01-01T04:40:22,161.3
51,6,South,D06-C02,2,0,22.634212,113.696557,2020-01-01T12:02:34,166.7
51,6,South,D06-C02,2,1,22.489055,113.748213,2020-01-01T12:42:57,171.0
51,6,South,D06-C02,2,2,22.40724,113.759752,2020-01-01T13:04:36,173.3
51,6,South,D06-C02,2,3,22.357467,113.78731,2020-01-01T13:19:37,157.2
51,6,South,D06-C02,2,4,22.286092,113.804602,2020-01-01T13:39:06,168.5
51,6,South,D06-C02,2,5,22.237512,113.799692,2020-01-01T13:52:07,190.7
51,6,South,D06-C02,2,6,22.174502,113.783655,2020-01-01T14:11:27,184.4
51,6,South,D06-C02,2,7,22.157077,113.790525,2020-01-01T14:17:56,156.2
54,6,South,D06-C02,2,0,22.631055,113.69662,2020-01-02T04:38:38,166.6
54,6,South,D06-C02,2,1,22.491858,113.748188,2020-01-02T05:17:39,162.5
54,6,South,D06-C02,2,2,22.409412,113.759068,2020-01-02T05:39:08,173.7
54,6,South,D06-C02,2,3,22.359602,113.786575,2020-01-02T05:54:07,150.2
54,6,South,D06-C02,2,4,22.335905,113.793055,2020-01-02T06:00:39,168.7
54,6,South,D06-C02,2,5,22.294423,113.799197,2020-01-02T06:11:37,185.3
54,6,South,D06-C02,2,6,22.211207,113.793105,2020-01-02T06:33:07,180.1
54,6,South,D06-C02,2,7,22.173528,113.78457,2020-01-02T06:43:48,181.7
54,6,South,D06-C02,2,8,22.161457,113.790165,2020-01-02T06:48:08,150.8
55,6,South,D06-C02,2,0,22.631007,113.697608,2020-01-01T11:44:38,164.9
55,6,South,D06-C02,2,1,22.488732,113.748475,2020-01-01T12:25:40,165.0
55,6,South,D06-C02,2,2,22.403862,113.760132,2020-01-01T12:49:00,157.4
55,6,South,D06-C02,2,3,22.356615,113.787342,2020-01-01T13:03:56,161.6
55,6,South,D06-C02,2,4,22.282118,113.805177,2020-01-01T13:25:10,168.3
55,6,South,D06-C02,2,5,22.175887,113.785165,2020-01-01T13:55:19,185.6
55,6,South,D06-C02,2,6,22.157005,113.787153,2020-01-01T14:01:48,158.7
58,2,North,D02-C01,1,0,22.20065,113.79418,2020-01-02T20:51:22,14.0
58,2,North,D02-C01,1,1,22.264775,113.807142,2020-01-02T21:10:23,6.2
58,2,North,D02-C01,1,2,22.286022,113.805537,2020-01-02T21:16:44,348.0
58,2,North,D02-C01,1,3,22.355178,113.789042,2020-01-02T21:38:13,344.5
58,2,North,D02-C01,1,4,22.398843,113.764068,2020-01-02T21:50:49,324.2
58,2,North,D02-C01,1,5,22.496578,113.746702,2020-01-02T22:15:59,342.0
58,2,North,D02-C01,1,6,22.631705,113.697652,2020-01-02T22:56:50,346.2
59,2,North,D02-C01,1,0,22.157495,113.792935,2020-01-02T06:06:23,339.0
59,2,North,D02-C01,1,1,22.172722,113.787275,2020-01-02T06:10:35,348.0
59,2,North,D02-C01,1,2,22.215135,113.795052,2020-01-02T06:20:59,359.0
59,2,North,D02-C01,1,3,22.316032,113.799375,2020-01-02T06:44:05,0.0
59,2,North,D02-C01,1,4,22.3593,113.787803,2020-01-02T06:54:28,341.0
59,2,North,D02-C01,1,5,22.407103,113.760275,2020-01-02T07:07:04,346.0
59,2,North,D02-C01,1,6,22.48752,113.749972,2020-01-02T07:25:58,346.0
59,2,North,D02-C01,1,7,22.63501,113.695578,2020-01-02T08:05:33,346.0
62,7,SouthEast,D07-C02,2,0,22.39765,113.89115,2020-01-02T00:07:41,166.0
62,7,SouthEast,D07-C02,2,1,22.369533,113.90245,2020-01-02T00:16:32,136.0
62,7,SouthEast,D07-C02,2,2,22.351783,113.931867,2020-01-02T00:27:21,111.0
62,7,SouthEast,D07-C02,2,3,22.345683,113.9543,2020-01-02T00:36:03,102.0
63,2,North,D02-C01,1,0,22.15745,113.787217,2020-01-02T02:34:23,343.0
63,2,North,D02-C01,1,1,22.1696,113.7851,2020-01-02T02:38:41,354.0
63,2,North,D02-C01,1,2,22.233283,113.799083,2020-01-02T03:02:02,0.0
63,2,North,D02-C01,1,3,22.288983,113.79935,2020-01-02T03:21:31,356.0
63,2,North,D02-C01,1,4,22.353667,113.79095,2020-01-02T03:47:02,347.0
63,2,North,D02-C01,1,5,22.40005,113.764217,2020-01-02T04:04:02,329.0
63,2,North,D02-C01,1,6,22.496833,113.74795,2020-01-02T04:36:31,346.0
63,2,North,D02-C01,1,7,22.62955,113.698017,2020-01-02T05:21:23,346.0
64,6,South,D06-C02,2,0,22.54043,113.731328,2020-01-01T02:02:04,162.7
64,6,South,D06-C02,2,1,22.489153,113.74867,2020-01-01T02:17:05,171.2
64,6,South,D06-C02,2,2,22.40535,113.759802,2020-01-01T02:40:44,168.3
64,6,South,D06-C02,2,3,22.360353,113.787288,2020-01-01T02:55:53,156.5
64,6,South,D06-C02,2,4,22.318493,113.797543,2020-01-01T03:08:34,167.5
64,6,South,D06-C02,2,5,22.211462,113.794448,2020-01-01T03:38:54,184.6
64,6,South,D06-C02,2,6,22.17784,113.784255,2020-01-01T03:49:43,191.9
64,6,South,D06-C02,2,7,22.157493,113.793762,2020-01-01T03:58:04,160.4
65,2,North,D02-C01,1,0,22.367533,113.783033,2020-01-01T00:01:25,334.0
65,2,North,D02-C01,1,1,22.402017,113.761817,2020-01-01T00:14:26,347.0
65,2,North,D02-C01,1,2,22.487817,113.7513,2020-01-01T00:42:26,351.0
65,2,North,D02-C01,1,3,22.634067,113.697567,2020-01-01T01:32:16,346.0
66,6,South,D06-C02,2,0,22.634088,113.696632,2020-01-01T09:09:17,164.5
66,6,South,D06-C02,2,1,22.492987,113.748175,2020-01-01T09:52:29,163.6
66,6,South,D06-C02,2,2,22.410075,113.759225,2020-01-01T10:15:49,169.5
66,6,South,D06-C02,2,3,22.35489,113.788575,2020-01-01T10:33:20,162.8
66,6,South,D06-C02,2,4,22.29185,113.8031,2020-01-01T10:52:40,170.1
66,6,South,D06-C02,2,5,22.270537,113.806613,2020-01-01T10:59:10,183.3
66,6,South,D06-C02,2,6,22.182968,113.787212,2020-01-01T11:27:10,193.6
66,6,South,D06-C02,2,7,22.158068,113.789865,2020-01-01T11:35:50,167.0
67,6,South,D06-C02,2,0,22.632608,113.697258,2020-01-01T05:29:28,168.0
67,6,South,D06-C02,2,1,22.491957,113.747933,2020-01-01T06:21:08,163.1
67,6,South,D06-C02,2,2,22.404303,113.760018,2020-01-01T06:51:19,160.6
67,6,South,D06-C02,2,3,22.354207,113.788488,2020-01-01T07:10:47,165.7
67,6,South,D06-C02,2,4,22.323285,113.795135,2020-01-01T07:21:29,168.3
67,6,South,D06-C02,2,5,22.213397,113.793752,2020-01-01T07:57:58,184.6
67,6,South,D06-C02,2,6,22.175497,113.786868,2020-01-01T08:10:37,174.8
67,6,South,D06-C02,2,7,22.157258,113.792418,2020-01-01T08:16:59,161.6
68,6,South,D06-C02,2,0,22.539725,113.730913,2020-01-02T14:17:34,161.7
68,6,South,D06-C02,2,1,22.487527,113.750318,2020-01-02T14:33:03,169.8
68,6,South,D06-C02,2,2,22.40833,113.760462,2020-01-02T14:54:44,175.1
68,6,South,D06-C02,2,3,22.352512,113.790068,2020-01-02T15:12:14,165.6
68,6,South,D06-C02,2,4,22.277255,113.80743,2020-01-02T15:33:43,171.9
68,6,South,D06-C02,2,5,22.180895,113.787085,2020-01-02T16:01:52,189.1
68,6,South,D06-C02,2,6,22.157897,113.791808,2020-01-02T16:10:23,158.7
69,2,North,D02-C01,1,0,22.177317,113.833917,2020-01-02T05:57:17,338.0
69,2,North,D02-C01,1,1,22.355233,113.790683,2020-01-02T06:48:56,347.0
69,2,North,D02-C01,1,2,22.409083,113.761467,2020-01-02T07:06:07,347.0
69,2,North,D02-C01,1,3,22.490717,113.750333,2020-01-02T07:29:55,343.0
69,2,North,D02-C01,1,4,22.633583,113.6977,2020-01-02T08:14:56,347.0
70,6,South,D06-C02,2,0,22.635312,113.696103,2020-01-02T09:40:57,168.4
70,6,South,D06-C02,2,1,22.491653,113.747572,2020-01-02T10:24:16,168.9
70,6,South,D06-C02,2,2,22.406798,113.759982,2020-01-02T10:47:55,171.2
70,6,South,D06-C02,2,3,22.358252,113.786962,2020-01-02T11:03:06,159.8
70,6,South,D06-C02,2,4,22.282718,113.80599,2020-01-02T11:24:36,170.3
70,6,South,D06-C02,2,5,22.182762,113.787617,2020-01-02T11:52:56,190.1
70,6,South,D06-C02,2,6,22.157595,113.791865,2020-01-02T12:01:35,159.4
72,2,North,D02-C01,1,0,22.249575,113.805003,2020-01-01T23:14:52,7.1
72,2,North,D02-C01,1,1,22.274585,113.806938,2020-01-01T23:23:21,350.5
72,2,North,D02-C01,1,2,22.350098,113.791632,2020-01-01T23:49:02,347.1
72,2,North,D02-C01,1,3,22.402662,113.763382,2020-01-02T00:08:14,353.1
72,2,North,D02-C01,1,4,22.509225,113.743652,2020-01-02T00:42:53,342.2
72,2,North,D02-C01,1,5,22.630245,113.697978,2020-01-02T01:23:33,345.3
73,6,South,D06-C02,2,0,22.583585,113.714948,2020-01-01T00:02:13,160.2
73,6,South,D06-C02,2,1,22.488748,113.749817,2020-01-01T00:28:49,165.1
73,6,South,D06-C02,2,2,22.405873,113.759788,2020-01-01T00:49:56,174.2
73,6,South,D06-C02,2,3,22.355893,113.788107,2020-01-01T01:04:46,161.0
73,6,South,D06-C02,2,4,22.281987,113.804705,2020-01-01T01:23:44,168.1
73,6,South,D06-C02,2,5,22.213698,113.795385,2020-01-01T01:40:32,193.3
73,6,South,D06-C02,2,6,22.181257,113.786215,2020-01-01T01:48:52,192.1
73,6,South,D06-C02,2,7,22.160495,113.790927,2020-01-01T01:55:12,162.3
74,6,South,D06-C02,2,0,22.634763,113.6959,2020-01-02T05:00:32,169.0
74,6,South,D06-C02,2,1,22.483367,113.750877,2020-01-02T05:43:38,166.0
74,6,South,D06-C02,2,2,22.405,113.760423,2020-01-02T06:02:20,162.8
74,6,South,D06-C02,2,3,22.35909,113.786765,2020-01-02T06:14:56,152.6
74,6,South,D06-C02,2,4,22.3084,113.798885,2020-01-02T06:27:26,171.7
74,6,South,D06-C02,2,5,22.245382,113.797935,2020-01-02T06:42:08,184.5
74,6,South,D06-C02,2,6,22.172998,113.786472,2020-01-02T06:58:50,183.8
74,6,South,D06-C02,2,7,22.157085,113.789065,2020-01-02T07:03:02,160.9
76,2,North,D02-C01,1,0,22.157087,113.846767,2020-01-01T11:09:30,346.6
76,2,North,D02-C01,1,1,22.244497,113.814878,2020-01-01T11:39:41,343.1
76,2,North,D02-C01,1,2,22.351668,113.791067,2020-01-01T12:16:01,349.3
76,2,North,D02-C01,1,3,22.404047,113.76234,2020-01-01T12:35:20,341.7
76,2,North,D02-C01,1,4,22.496412,113.747563,2020-01-01T13:05:41,345.7
76,2,North,D02-C01,1,5,22.635228,113.696755,2020-01-01T13:53:10,346.0
78,2,North,D02-C01,1,0,22.2826,113.80549,2020-01-02T01:20:25,350.3
78,2,North,D02-C01,1,1,22.353593,113.79098,2020-01-02T01:41:55,348.5
78,2,North,D02-C01,1,2,22.407247,113.761872,2020-01-02T01:59:04,350.7
78,2,North,D02-C01,1,3,22.488208,113.751102,2020-01-02T02:22:54,350.2
78,2,North,D02-C01,1,4,22.633495,113.69763,2020-01-02T03:10:05,346.2
79,2,North,D02-C01,1,0,22.25925,113.805533,2020-01-02T01:42:37,16.0
79,2,North,D02-C01,1,1,22.278383,113.80775,2020-01-02T01:48:57,351.0
79,2,North,D02-C01,1,2,22.352233,113.790383,2020-01-02T02:12:36,347.0
79,2,North,D02-C01,1,3,22.403583,113.76265,2020-01-02T02:29:57,337.0
79,2,North,D02-C01,1,4,22.4918,113.749667,2020-01-02T02:57:36,343.0
79,2,North,D02-C01,1,5,22.6255,113.7002,2020-01-02T03:40:37,340.0
82,6,South,D06-C02,2,0,22.62232,113.699325,2020-01-01T08:45:38,159.8
82,6,South,D06-C02,2,1,22.491532,113.748145,2020-01-01T09:26:37,160.8
82,6,South,D06-C02,2,2,22.40298,113.76057,2020-01-01T09:52:21,167.9
82,6,South,D06-C02,2,3,22.356672,113.788478,2020-01-01T10:07:34,152.8
82,6,South,D06-C02,2,4,22.27606,113.806268,2020-01-01T10:31:00,174.2
82,6,South,D06-C02,2,5,22.17498,113.78637,2020-01-01T11:00:48,186.5
82,6,South,D06-C02,2,6,22.161687,113.78942,2020-01-01T11:05:03,151.0
86,2,North,D02-C01,1,0,22.219667,113.823883,2020-01-01T05:08:53,346.0
86,2,North,D02-C01,1,1,22.350933,113.79115,2020-01-01T05:54:43,347.0
86,2,North,D02-C01,1,2,22.4067,113.7606,2020-01-01T06:14:29,348.0
86,2,North,D02-C01,1,3,22.495417,113.74755,2020-01-01T06:42:32,344.0
86,2,North,D02-C01,1,4,22.635167,113.696617,2020-01-01T07:32:53,347.0
88,2,North,D02-C01,1,0,22.162855,113.789063,2020-01-01T04:42:05,344.1
88,2,North,D02-C01,1,1,22.17978,113.787605,2020-01-01T04:46:17,11.5
88,2,North,D02-C01,1,2,22.23861,113.799747,2020-01-01T05:01:00,0.3
88,2,North,D02-C01,1,3,22.30729,113.799653,2020-01-01T05:17:48,3.8
88,2,North,D02-C01,1,4,22.341202,113.793298,2020-01-01T05:26:11,349.3
88,2,North,D02-C01,1,5,22.405817,113.76096,2020-01-01T05:42:53,344.5
88,2,North,D02-C01,1,6,22.489938,113.749807,2020-01-01T06:03:53,346.9
88,2,North,D02-C01,1,7,22.586473,113.71472,2020-01-01T06:31:18,340.3
88,2,North,D02-C01,1,8,22.613705,113.703807,2020-01-01T06:41:59,331.6
88,2,North,D02-C01,1,9,22.628255,113.693295,2020-01-01T06:50:39,315.7
88,2,North,D02-C01,1,10,22.631255,113.68519,2020-01-01T07:13:05,188.9
92,6,South,D06-C02,2,0,22.63429,113.69628,2020-01-02T19:29:32,167.1
92,6,South,D06-C02,2,1,22.489297,113.74847,2020-01-02T20:16:45,168.0
92,6,South,D06-C02,2,2,22.403045,113.761247,2020-01-02T20:42:15,160.2
92,6,South,D06-C02,2,3,22.35164,113.789285,2020-01-02T20:59:55,169.1
92,6,South,D06-C02,2,4,22.254987,113.812083,2020-01-02T21:25:03,166.6
92,6,South,D06-C02,2,5,22.192643,113.821482,2020-01-02T21:39:45,163.4
92,6,South,D06-C02,2,6,22.168743,113.83368,2020-01-02T21:46:03,140.4
92,6,South,D06-C02,2,7,22.160097,113.849542,2020-01-02T21:50:14,118.7
93,6,South,D06-C02,2,0,22.634637,113.69627,2020-01-01T11:15:41,165.5
93,6,South,D06-C02,2,1,22.489785,113.749985,2020-01-01T12:03:09,164.8
93,6,South,D06-C02,2,2,22.400548,113.761675,2020-01-01T12:29:00,153.7
93,6,South,D06-C02,2,3,22.355212,113.78897,2020-01-01T12:46:21,161.0
93,6,South,D06-C02,2,4,22.260825,113.811118,2020-01-01T13:20:51,168.4
93,6,South,D06-C02,2,5,22.18893,113.82211,2020-01-01T13:42:31,167.1
93,6,South,D06-C02,2,6,22.162088,113.832765,2020-01-01T13:51:10,155.3
98,2,North,D02-C01,1,0,22.158972,113.844125,2020-01-02T16:53:45,337.2
98,2,North,D02-C01,1,1,22.243802,113.815017,2020-01-02T17:21:45,344.9
98,2,North,D02-C01,1,2,22.352048,113.790035,2020-01-02T17:58:25,346.1
98,2,North,D02-C01,1,3,22.407837,113.761518,2020-01-02T18:19:04,345.6
98,2,North,D02-C01,1,4,22.488672,113.74954,2020-01-02T18:44:26,345.3
98,2,North,D02-C01,1,5,22.631287,113.698177,2020-01-02T19:33:24,343.8
101,6,South,D06-C02,2,0,22.613968,113.701405,2020-01-02T03:43:36,161.7
101,6,South,D06-C02,2,1,22.504482,113.740835,2020-01-02T04:30:02,163.0
101,6,South,D06-C02,2,2,22.404387,113.75762,2020-01-02T05:10:05,168.8
101,6,South,D06-C02,2,3,22.339852,113.788157,2020-01-02T05:39:19,166.1
101,6,South,D06-C02,2,4,22.188018,113.823495,2020-01-02T06:40:27,163.4
101,6,South,D06-C02,2,5,22.174208,113.831693,2020-01-02T06:46:33,133.5
101,6,South,D06-C02,2,6,22.156502,113.857175,2020-01-02T06:57:39,128.7
102,6,South,D06-C02,2,0,22.633582,113.696428,2020-01-01T18:28:09,167.1
102,6,South,D06-C02,2,1,22.492175,113.747092,2020-01-01T19:24:24,163.4
102,6,South,D06-C02,2,2,22.406045,113.759622,2020-01-01T19:55:45,174.0
102,6,South,D06-C02,2,3,22.351475,113.788798,2020-01-01T20:17:05,166.9
102,6,South,D06-C02,2,4,22.1814,113.826118,2020-01-01T21:14:32,166.4
102,6,South,D06-C02,2,5,22.172815,113.830855,2020-01-01T21:17:49,136.9
102,6,South,D06-C02,2,6,22.157778,113.862663,2020-01-01T21:29:37,127.0
107,2,North,D02-C01,1,0,22.233463,113.789213,2020-01-02T16:41:05,19.4
107,2,North,D02-C01,1,1,22.272363,113.8071,2020-01-02T17:00:34,5.8
107,2,North,D02-C01,1,2,22.32845,113.797308,2020-01-02T17:26:25,350.5
107,2,North,D02-C01,1,3,22.359583,113.788045,2020-01-02T17:41:14,333.7
107,2,North,D02-C01,1,4,22.401558,113.76372,2020-01-02T18:02:44,337.9
107,2,North,D02-C01,1,5,22.493438,113.750117,2020-01-02T18:46:04,341.2
107,2,North,D02-C01,1,6,22.63287,113.697727,2020-01-02T19:55:25,340.9
109,2,North,D02-C01,1,0,22.264878,113.810357,2020-01-02T19:24:01,347.5
109,2,North,D02-C01,1,1,22.353673,113.790042,2020-01-02T19:52:01,346.9
109,2,North,D02-C01,1,2,22.404715,113.762373,2020-01-02T20:09:40,349.2
109,2,North,D02-C01,1,3,22.494298,113.748872,2020-01-02T20:37:41,344.6
109,2,North,D02-C01,1,4,22.63503,113.697015,2020-01-02T21:29:40,345.0
110,2,North,D02-C01,1,0,22.158625,113.874918,2020-01-01T04:06:43,301.4
110,2,North,D02-C01,1,1,22.185123,113.838003,2020-01-01T04:21:33,326.2
110,2,North,D02-C01,1,2,22.202215,113.830083,2020-01-01T04:28:02,338.9
110,2,North,D02-C01,1,3,22.251058,113.813888,2020-01-01T04:45:42,347.0
110,2,North,D02-C01,1,4,22.35309,113.791662,2020-01-01T05:22:52,349.0
110,2,North,D02-C01,1,5,22.402707,113.76386,2020-01-01T05:42:23,334.9
110,2,North,D02-C01,1,6,22.491043,113.749878,2020-01-01T06:14:32,347.2
110,2,North,D02-C01,1,7,22.630142,113.69857,2020-01-01T07:07:01,343.3
111,6,South,D06-C02,2,0,22.633058,113.696333,2020-01-02T08:53:27,167.1
111,6,South,D06-C02,2,1,22.511482,113.742612,2020-01-02T09:39:06,165.5
111,6,South,D06-C02,2,2,22.461482,113.754095,2020-01-02T09:55:56,171.3
111,6,South,D06-C02,2,3,22.401922,113.760865,2020-01-02T10:15:16,153.3
111,6,South,D06-C02,2,4,22.35057,113.789178,2020-01-02T10:34:18,166.9
111,6,South,D06-C02,2,5,22.190883,113.820905,2020-01-02T11:28:18,167.9
111,6,South,D06-C02,2,6,22.179298,113.826643,2020-01-02T11:32:39,139.5
111,6,South,D06-C02,2,7,22.15826,113.860783,2020-01-02T11:45:30,123.7
113,4,West,D04-C01,1,0,22.537317,113.663883,2020-01-01T16:15:08,282.7
113,4,West,D04-C01,1,1,22.538685,113.636202,2020-01-01T16:34:02,220.2
113,4,West,D04-C01,1,2,22.50561,113.629748,2020-01-01T17:03:41,225.7
113,4,West,D04-C01,1,3,22.503178,113.616668,2020-01-01T17:16:55,285.2
113,4,West,D04-C01,1,4,22.508477,113.613013,2020-01-01T17:35:45,168.1
114,7,SouthEast,D07-C01,1,0,22.551568,113.630457,2020-01-02T03:27:46,165.7
114,7,SouthEast,D07-C01,1,1,22.539922,113.640427,2020-01-02T03:34:37,108.8
114,7,SouthEast,D07-C01,1,2,22.533592,113.681082,2020-01-02T03:53:44,98.0
114,7,SouthEast,D07-C01,1,3,22.533582,113.702078,2020-01-02T04:04:17,73.3
114,7,SouthEast,D07-C01,1,4,22.540098,113.716175,2020-01-02T04:11:57,39.7
136,1,NorthEast,D01-C01,1,0,22.410553,113.76482,2020-01-02T10:56:33,5.2
136,1,NorthEast,D01-C01,1,1,22.453683,113.771583,2020-01-02T11:27:57,1.0
136,1,NorthEast,D01-C01,1,2,22.489332,113.770945,2020-01-02T11:52:39,12.7
136,1,NorthEast,D01-C01,1,3,22.521442,113.778527,2020-01-02T12:15:09,3.9
136,1,NorthEast,D01-C01,1,4,22.570772,113.775155,2020-01-02T12:59:01,238.7
139,6,South,D06-C02,2,0,22.630095,113.697722,2020-01-01T12:24:18,164.2
139,6,South,D06-C02,2,1,22.494237,113.746473,2020-01-01T13:07:30,162.6
139,6,South,D06-C02,2,2,22.406458,113.760317,2020-01-01T13:34:59,162.7
139,6,South,D06-C02,2,3,22.351893,113.78909,2020-01-01T13:54:18,167.1
139,6,South,D06-C02,2,4,22.186987,113.82096,2020-01-01T14:46:19,159.4
139,6,South,D06-C02,2,5,22.164938,113.834643,2020-01-01T14:54:50,121.1
139,6,South,D06-C02,2,6,22.157587,113.853947,2020-01-01T15:01:18,112.7
143,2,North,D02-C01,1,0,22.158933,113.883267,2020-01-01T04:52:43,296.9
143,2,North,D02-C01,1,1,22.180433,113.847683,2020-01-01T05:05:43,311.0
143,2,North,D02-C01,1,2,22.194683,113.834717,2020-01-01T05:12:05,339.3
143,2,North,D02-C01,1,3,22.244767,113.815717,2020-01-01T05:29:34,344.0
143,2,North,D02-C01,1,4,22.352467,113.791067,2020-01-01T06:06:34,339.8
143,2,North,D02-C01,1,5,22.40645,113.7621,2020-01-01T06:26:25,340.5
143,2,North,D02-C01,1,6,22.488467,113.75045,2020-01-01T06:54:35,345.9
